id,longitude,latitude,seg_bits,scale_id,scale,cap_spring,cap_summer,cap_autumn,cap_winter,build_cost_usd,op_cost_usd_for_4seasons,is_active_solve
22,112.42935060015007,22.72397509987104,000,0,NONE,0,0,0,0,0,0.0,1
23,112.46298829967031,22.74855420001637,000,0,NONE,0,0,0,0,0,0.0,0
24,112.46153439989268,22.749210199690992,000,0,NONE,0,0,0,0,0,0.0,1
25,112.39247539971996,22.729058200275745,000,0,NONE,0,0,0,0,0,0.0,0
26,112.3924546001997,22.72914590036305,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
27,112.57698990016377,22.78516179997712,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
28,112.56559680015232,22.786824599675583,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
29,112.5630802002911,22.7877276997736,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
30,112.56847140033494,22.79093250043462,000,0,NONE,0,0,0,0,0,0.0,1
31,112.56860170040818,22.79091620022251,000,0,NONE,0,0,0,0,0,0.0,1
32,112.7324846001842,22.854632300240496,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
33,112.73248579987978,22.855747599871904,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
34,112.46598149974648,22.752119600039578,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
35,112.5145407002932,22.77879769985401,000,0,NONE,0,0,0,0,0,0.0,1
36,112.4586728003095,22.7483690997542,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
37,112.45873779970977,22.748347400012563,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
38,112.45558670026604,22.753484500209595,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
39,112.73349629971447,22.855250299961423,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
40,112.72371339985364,22.912375499829523,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
41,112.72336819958277,22.916243699786943,000,0,NONE,0,0,0,0,0,0.0,0
42,112.720018900352,22.91635170027081,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
43,112.72504540012515,22.91979050003158,000,0,NONE,0,0,0,0,0,0.0,1
44,112.78451779995656,22.86860250020527,000,0,NONE,0,0,0,0,0,0.0,1
45,112.78831510006182,22.868854199761586,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
46,112.78849629996432,22.86896480018544,000,0,NONE,0,0,0,0,0,0.0,1
47,112.96167799993977,22.87251120023177,000,0,NONE,0,0,0,0,0,0.0,1
48,113.0491102997006,22.878733200277,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
49,112.9033094001088,22.88042090040426,000,0,NONE,0,0,0,0,0,0.0,0
50,112.900911400141,22.880229899690164,000,0,NONE,0,0,0,0,0,0.0,1
51,112.90087929973993,22.88039900011381,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
52,112.90326820036717,22.880740100375363,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
53,112.91634450029846,22.88181609963334,000,0,NONE,0,0,0,0,0,0.0,0
54,112.91627239985144,22.88211290019024,000,0,NONE,0,0,0,0,0,0.0,1
55,112.91703439991772,22.88189850001584,000,0,NONE,0,0,0,0,0,0.0,1
56,112.9173377996998,22.882229800365053,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
57,112.79557799972496,22.869743899961065,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
58,112.78312819990651,22.873263000187364,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
59,112.80393490037544,22.873940599778905,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
60,112.81245070043953,22.87909879986978,000,0,NONE,0,0,0,0,0,0.0,1
61,112.81240670020908,22.87892010008261,000,0,NONE,0,0,0,0,0,0.0,1
62,112.82264160022976,22.886255100192784,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
63,112.82236319980188,22.886247199648608,000,0,NONE,0,0,0,0,0,0.0,1
64,112.86266330007128,22.8909275998289,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
65,112.8580003997987,22.892212300257484,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
66,112.85810020026406,22.892461800072056,000,0,NONE,0,0,0,0,0,0.0,1
67,112.85571090033784,22.892942299747403,000,0,NONE,0,0,0,0,0,0.0,1
68,112.8549768997642,22.89329319992129,000,0,NONE,0,0,0,0,0,0.0,1
69,112.85501949975014,22.8933567999764,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
70,112.84271060031404,22.896221700071465,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
71,112.72828650012195,22.922841899733957,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
72,112.76705149992688,22.939789899784103,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
73,112.9400042001338,22.934426600307404,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
74,112.99255889967355,22.927034700091383,000,0,NONE,0,0,0,0,0,0.0,1
75,112.99200120039518,22.927406399785585,000,0,NONE,0,0,0,0,0,0.0,1
76,112.99256749989024,22.927205799707963,000,0,NONE,0,0,0,0,0,0.0,0
77,112.93983149972404,22.93452880016406,000,0,NONE,0,0,0,0,0,0.0,1
78,112.9289746996227,22.93772749982429,000,0,NONE,0,0,0,0,0,0.0,1
79,112.92754039966974,22.93891790004108,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
80,112.99576959988724,22.945359699790345,000,0,NONE,0,0,0,0,0,0.0,1
81,112.99609809974754,22.945730900360783,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
82,112.92768270029649,22.961265900001308,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
83,112.92749040006196,22.961182399748,000,0,NONE,0,0,0,0,0,0.0,1
84,112.84529950027184,22.95836860003089,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
85,112.92728109994287,22.96165160034116,000,0,NONE,0,0,0,0,0,0.0,0
86,112.92743059964256,22.96171070018869,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
87,112.7804106995942,22.974080999938224,000,0,NONE,0,0,0,0,0,0.0,1
88,112.78381229979787,22.97668069985445,000,0,NONE,0,0,0,0,0,0.0,1
89,112.78648269991676,22.978877099698423,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
90,113.0631978998632,22.932044399629376,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
91,113.04756580042148,22.93229569988671,001,3,L,23808,23040,23808,23040,269976,6316.591780821918,1
92,113.04756269955897,22.93249930010268,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
93,113.03884659979076,22.93398110044745,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
94,113.01436410032306,22.98731560033474,000,0,NONE,0,0,0,0,0,0.0,1
95,113.01454160041452,22.987343099804264,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
96,113.09445570007053,22.986628699954565,000,0,NONE,0,0,0,0,0,0.0,1
97,113.01504260013598,22.98966690030727,000,0,NONE,0,0,0,0,0,0.0,1
98,113.01889580030104,22.990176600070072,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
99,113.04017419967964,22.9917487004422,000,0,NONE,0,0,0,0,0,0.0,1
100,113.00844860002292,22.992918800262487,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
101,113.00858679974112,22.993113900086485,000,0,NONE,0,0,0,0,0,0.0,1
102,113.03595639996796,22.991992399629567,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
103,113.04044919977082,22.993053700368023,000,0,NONE,0,0,0,0,0,0.0,1
104,113.0433586001194,22.99644149957561,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
105,113.04257319969348,22.9994245004404,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
106,113.04345860023432,22.996501200170314,010,2,M,15872,15360,15872,15360,179984,4211.172602739726,1
107,113.0414895004402,22.998130799596765,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
108,113.1041542003561,22.995746599725862,000,0,NONE,0,0,0,0,0,0.0,1
109,113.09773820035775,22.996159800434494,100,1,S,7936,7680,7936,7680,89992,2105.419178082192,1
