run,seed,best_global_obj,best_global_cost,best_global_viol,final_best_fitness,fe_count,best_local_obj,best_local_cost,best_local_viol,stop_reason,stop_outer_gen,cpu_time_sec,wall_time_sec,fe_curve_path,gen_curve_path,global_best_curve_fe_path,global_best_curve_gen_path,plan_path,feasible_flag
22,1022,1437494606297.4202,4164968273.972619,1433329638.0234475,1437494606297.4202,12800,1437494606297.4202,4164968273.972619,1433329638.0234475,max_outer_gen_reached,50,25074.379855537998,26563.89236771688,,/work/home/acn1eb8nfq/yuezhang46/UScode/US实验二：分解模块/gcpcc_logs_US_GG/run_22_seed_1022/run_22_curve_gen.jsonl,,/work/home/acn1eb8nfq/yuezhang46/UScode/US实验二：分解模块/gcpcc_logs_US_GG/run_22_seed_1022/run_22_curve_gen.jsonl,/work/home/acn1eb8nfq/yuezhang46/UScode/US实验二：分解模块/gcpcc_logs_US_GG/run_22_seed_1022/run_22_station_plan.csv,0
