run,seed,best_global_obj,best_global_cost,best_global_viol,final_best_fitness,fe_count,best_local_obj,best_local_cost,best_local_viol,stop_reason,stop_outer_gen,cpu_time_sec,wall_time_sec,fe_curve_path,gen_curve_path,global_best_curve_fe_path,global_best_curve_gen_path,plan_path,feasible_flag
3,1003,729121206.5841753,141093411.63287678,588027.7949512986,729121206.5841753,12800,729121206.5841753,141093411.63287678,588027.7949512986,max_total_fe_reached,214,32860.089678512,34625.0819927156,,/work/home/acn1eb8nfq/yuezhang46/GFcode/GF实验一：横向对比/ga_global_logs/run_03_seed_1003/run_03_curve_gen.jsonl,,/work/home/acn1eb8nfq/yuezhang46/GFcode/GF实验一：横向对比/ga_global_logs/run_03_seed_1003/run_03_curve_gen.jsonl,/work/home/acn1eb8nfq/yuezhang46/GFcode/GF实验一：横向对比/ga_global_logs/run_03_seed_1003/run_03_station_plan.csv,0
