run,seed,best_global_obj,best_global_cost,best_global_viol,final_best_fitness,fe_count,best_local_obj,best_local_cost,best_local_viol,stop_reason,stop_outer_gen,cpu_time_sec,wall_time_sec,fe_curve_path,gen_curve_path,global_best_curve_fe_path,global_best_curve_gen_path,plan_path,feasible_flag
6,1006,141749096.50960574,115858663.62739733,25890.432882208403,141749096.50960574,12800,141749096.50960574,115858663.62739733,25890.432882208403,max_outer_gen_reached,50,22889.573978516,24512.134584874846,,/work/home/acn1eb8nfq/yuezhang46/GFcode/GF实验三：顺序模块/gcpcc_logs_GF_FR/run_06_seed_1006/run_06_curve_gen.jsonl,,/work/home/acn1eb8nfq/yuezhang46/GFcode/GF实验三：顺序模块/gcpcc_logs_GF_FR/run_06_seed_1006/run_06_curve_gen.jsonl,/work/home/acn1eb8nfq/yuezhang46/GFcode/GF实验三：顺序模块/gcpcc_logs_GF_FR/run_06_seed_1006/run_06_station_plan.csv,0
