id,longitude,latitude,seg_bits,scale_id,scale,cap_2020,cap_2025,cap_2030,cap_2035,cap_2040,build_cost_usd,op_cost_usd_for_total_duration,is_active_solve
1,-80.3774124901,25.5312021479,000,0,NONE,0,0,0,0,0,0,0.0,0
2,-80.4750627341,25.4533661063,000,0,NONE,0,0,0,0,0,0,0.0,0
3,-80.3855847294,25.6474061053,000,0,NONE,0,0,0,0,0,0,0.0,0
4,-80.3184177085,25.7236000883,000,0,NONE,0,0,0,0,0,0,0.0,0
5,-80.3858997088,25.7764931092,000,0,NONE,0,0,0,0,0,0,0.0,0
6,-80.3210187079,25.7808220804,000,0,NONE,0,0,0,0,0,0,0.0,0
7,-80.2039377253,25.7888411075,000,0,NONE,0,0,0,0,0,0,0.0,0
8,-80.2130097264,25.7489620851,000,0,NONE,0,0,0,0,0,0,0.0,0
9,-80.1854427466,25.7871490916,000,0,NONE,0,0,0,0,0,0,0.0,0
10,-80.2063497377,25.8124480918,000,0,NONE,0,0,0,0,0,0,0.0,0
11,-80.1359157181,25.8128171097,000,0,NONE,0,0,0,0,0,0,0.0,0
12,-80.3243217461,25.9003510724,000,0,NONE,0,0,0,0,0,0,0.0,0
13,-80.3854317394,25.900477107,000,0,NONE,0,0,0,0,0,0,0.0,0
14,-80.207357714,25.9268200817,000,0,NONE,0,0,0,0,0,0,0.0,0
15,-80.2157457177,25.934893105,000,0,NONE,0,0,0,0,0,0,0.0,0
16,-80.351195729,25.9485731019,000,0,NONE,0,0,0,0,0,0,0.0,0
17,-80.2296648173,25.9734788295,000,0,NONE,0,0,0,0,0,0,0.0,0
18,-80.2298757272,25.9785700921,000,0,NONE,0,0,0,0,0,0,0.0,0
19,-80.4328300663,26.0123085292,000,0,NONE,0,0,0,0,0,0,0.0,0
20,-80.168432714,26.0815481052,000,0,NONE,0,0,0,0,0,0,0.0,0
21,-80.1346377168,26.0806300808,000,0,NONE,0,0,0,0,0,0,0.0,0
22,-80.2163847184,26.0907460986,000,0,NONE,0,0,0,0,0,0,0.0,0
23,-80.345939733,26.1222550749,000,0,NONE,0,0,0,0,0,0,0.0,0
24,-80.4421767203,26.1459160976,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
25,-81.6124571055,26.1540663908,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
26,-81.223664848,26.1660309416,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
27,-80.8323829882,26.166780406,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
28,-80.2946847328,26.1940930872,000,0,NONE,0,0,0,0,0,0,0.0,0
29,-80.1506948493,26.195999971,000,0,NONE,0,0,0,0,0,0,0.0,0
30,-80.2027196854,26.2016572472,000,0,NONE,0,0,0,0,0,0,0.0,0
31,-80.2852463237,26.3022779546,000,0,NONE,0,0,0,0,0,0,0.0,0
32,-80.1197067171,26.3045680773,000,0,NONE,0,0,0,0,0,0,0.0,0
33,-80.1695397255,26.3055400987,000,0,NONE,0,0,0,0,0,0,0.0,0
34,-80.0931927112,26.3944241003,000,0,NONE,0,0,0,0,0,0,0.0,0
35,-80.5901452756,26.4029897453,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
36,-81.7745550156,26.4284117926,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
37,-80.1734719913,26.5926807245,000,0,NONE,0,0,0,0,0,0,0.0,0
38,-80.0704330151,26.6586473897,000,0,NONE,0,0,0,0,0,0,0.0,0
39,-80.7152997258,26.6641000764,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
40,-81.0191424339,26.7541247349,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
41,-81.8810067131,26.7698680769,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
42,-80.1289408264,26.8670768229,000,0,NONE,0,0,0,0,0,0,0.0,0
43,-81.2434503125,26.9010836708,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
44,-80.140913597,26.9056965103,000,0,NONE,0,0,0,0,0,0,0.0,0
45,-82.0417545546,27.0092144196,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
46,-82.3053241133,27.1058905674,000,0,NONE,0,0,0,0,0,0,0.0,1
47,-80.2687557305,27.1097530872,000,0,NONE,0,0,0,0,0,0,0.0,0
48,-80.2801860022,27.1250815863,000,0,NONE,0,0,0,0,0,0,0.0,0
49,-81.3286610062,27.1791486911,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
50,-80.3996593613,27.224310065,000,0,NONE,0,0,0,0,0,0,0.0,0
51,-80.3494627345,27.2565848761,000,0,NONE,0,0,0,0,0,0,0.0,0
52,-82.4485195043,27.3064402003,000,0,NONE,0,0,0,0,0,0,0.0,1
53,-80.3948478472,27.395959554,000,0,NONE,0,0,0,0,0,0,0.0,0
54,-81.445586711,27.4720300771,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
55,-80.4487176622,27.5170741156,000,0,NONE,0,0,0,0,0,0,0.0,0
56,-80.6414471952,27.5557973401,000,0,NONE,0,0,0,0,0,0,0.0,0
57,-82.5138687452,27.5859610952,000,0,NONE,0,0,0,0,0,0,0.0,1
58,-82.6601065841,27.6218237013,000,0,NONE,0,0,0,0,0,0,0.0,0
59,-80.5195317118,27.6438850837,000,0,NONE,0,0,0,0,0,0,0.0,0
60,-80.8948047425,27.6960761082,000,0,NONE,0,0,0,0,0,0,0.0,0
61,-81.5646811596,27.7026102432,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
62,-82.3661364221,27.7646433096,000,0,NONE,0,0,0,0,0,0,0.0,1
63,-82.6579137464,27.7677070921,000,0,NONE,0,0,0,0,0,0,0.0,0
64,-82.6385997371,27.76579009,000,0,NONE,0,0,0,0,0,0,0.0,0
65,-82.6592367454,27.7764190748,000,0,NONE,0,0,0,0,0,0,0.0,0
66,-99.4266459005,27.7768260621,000,0,NONE,0,0,0,0,0,0,0.0,1
67,-99.50309671,27.5087860922,000,0,NONE,0,0,0,0,0,0,0.0,1
68,-82.6426767246,27.7768240899,000,0,NONE,0,0,0,0,0,0,0.0,0
69,-97.5132859618,27.817315493,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
70,-97.3979607076,27.7997650758,000,0,NONE,0,0,0,0,0,0,0.0,1
71,-97.6261467237,27.8614600727,000,0,NONE,0,0,0,0,0,0,0.0,0
72,-97.6228257288,27.8637190942,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
73,-80.5983402263,27.9099401725,000,0,NONE,0,0,0,0,0,0,0.0,0
74,-82.6106218705,27.9196106751,000,0,NONE,0,0,0,0,0,0,0.0,0
75,-81.0605575145,27.92362555,000,0,NONE,0,0,0,0,0,0,0.0,0
76,-81.6248144208,27.9623001616,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
77,-82.4509587427,27.9647891046,000,0,NONE,0,0,0,0,0,0,0.0,0
78,-82.3271817319,28.0021300819,000,0,NONE,0,0,0,0,0,0,0.0,1
79,-82.0857445355,28.0370238358,000,0,NONE,0,0,0,0,0,0,0.0,1
80,-99.3498267178,28.0529170714,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
81,-82.4545947179,28.078991486,000,0,NONE,0,0,0,0,0,0,0.0,0
82,-81.2807145974,28.1081599623,000,0,NONE,0,0,0,0,0,0,0.0,0
83,-97.8235219593,28.1199326212,000,0,NONE,0,0,0,0,0,0,0.0,1
84,-81.8760010605,28.1462226231,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
85,-80.7058745565,28.1574282333,000,0,NONE,0,0,0,0,0,0,0.0,0
86,-82.3947177292,28.1708350836,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
87,-81.6501207461,28.2324760843,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
88,-81.5520387097,28.3256441027,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
89,-99.2716097558,28.3549585606,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
90,-98.0459885183,28.3665364506,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
91,-81.3898317083,28.3710311048,000,0,NONE,0,0,0,0,0,0,0.0,0
92,-81.2440137377,28.402333095,000,0,NONE,0,0,0,0,0,0,0.0,0
93,-82.3031666856,28.4067160651,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
94,-80.820401728,28.4118911068,000,0,NONE,0,0,0,0,0,0,0.0,0
95,-81.4742967435,28.420999105,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
96,-81.4088397377,28.433176073,000,0,NONE,0,0,0,0,0,0,0.0,0
97,-81.2296677417,28.4517610883,000,0,NONE,0,0,0,0,0,0,0.0,0
98,-81.0166896616,28.4522381337,000,0,NONE,0,0,0,0,0,0,0.0,0
99,-81.4489977424,28.4788870964,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
100,-81.715053368,28.4824311878,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
101,-81.5267487081,28.5332831038,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
102,-81.3831357214,28.5352631016,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
103,-81.2755767103,28.5453700776,000,0,NONE,0,0,0,0,0,0,0.0,0
104,-81.2689167215,28.5581500905,000,0,NONE,0,0,0,0,0,0,0.0,0
105,-81.7000171297,28.5753086686,000,0,NONE,0,0,0,0,0,0,0.0,1
106,-82.1806289658,28.622606355,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
107,-98.2374292733,28.6337958215,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
108,-99.1799677394,28.6523277705,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
109,-81.2311382528,28.6648150271,000,0,NONE,0,0,0,0,0,0,0.0,0
110,-80.8709074014,28.6692647125,000,0,NONE,0,0,0,0,0,0,0.0,0
111,-81.8535657247,28.6751500783,000,0,NONE,0,0,0,0,0,0,0.0,1
112,-81.3884428717,28.6754034191,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
113,-81.2812737194,28.7686240766,000,0,NONE,0,0,0,0,0,0,0.0,0
114,-81.9662763933,28.7775932294,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
115,-81.3379917449,28.8112030922,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
116,-81.2732547345,28.8117610982,000,0,NONE,0,0,0,0,0,0,0.0,0
117,-82.0915707349,28.8592540904,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
118,-98.4247887368,28.902769088,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
119,-80.9398926796,28.9276750675,000,0,NONE,0,0,0,0,0,0,0.0,0
120,-99.0889295603,28.9393643007,000,0,NONE,0,0,0,0,0,0,0.0,1
121,-81.2405333174,29.0076071553,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
122,-82.1751748662,29.0629394614,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
123,-98.4315660412,29.1202310772,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
124,-98.8731003217,29.1533972613,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
125,-81.0757137098,29.1552730843,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
126,-82.1982785764,29.2815173671,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
127,-98.6083077453,29.3166071003,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
128,-98.4157167357,29.3294501098,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
129,-81.1319894613,29.3503394472,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
130,-98.4781947247,29.3950781038,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
131,-98.5111797314,29.3961940734,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
132,-98.7009897107,29.3817670835,000,0,NONE,0,0,0,0,0,0,0.0,0
133,-98.6495277234,29.3972650886,000,0,NONE,0,0,0,0,0,0,0.0,1
134,-98.5877697308,29.4076960849,000,0,NONE,0,0,0,0,0,0,0.0,0
135,-95.0447051935,29.4146105701,000,0,NONE,0,0,0,0,0,0,0.0,0
136,-94.8378207119,29.2882480876,000,0,NONE,0,0,0,0,0,0,0.0,0
137,-98.5008207303,29.4307091074,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
138,-98.6459637443,29.4336520858,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
139,-98.3901117133,29.4357670745,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
140,-98.4778977434,29.4389530784,000,0,NONE,0,0,0,0,0,0,0.0,1
141,-98.4034857293,29.4477280982,000,0,NONE,0,0,0,0,0,0,0.0,1
142,-98.4135927475,29.4556120921,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
143,-98.2925427285,29.4652330996,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
144,-98.4040347366,29.4795160991,000,0,NONE,0,0,0,0,0,0,0.0,1
145,-98.7098277271,29.4838090731,000,0,NONE,0,0,0,0,0,0,0.0,0
146,-82.2874827393,29.484331081,000,0,NONE,0,0,0,0,0,0,0.0,1
147,-98.5492587454,29.4995951014,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
148,-98.3978157187,29.5101970876,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
149,-98.479742708,29.5201240751,000,0,NONE,0,0,0,0,0,0,0.0,0
150,-98.3938197251,29.5242910991,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
151,-81.209993713,29.5406530901,000,0,NONE,0,0,0,0,0,0,0.0,1
152,-98.333204742,29.5678420947,000,0,NONE,0,0,0,0,0,0,0.0,1
153,-98.3041977299,29.5853380958,000,0,NONE,0,0,0,0,0,0,0.0,1
154,-98.5984527117,29.5909270702,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
155,-97.9611050132,29.5991390226,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
156,-95.3865957271,29.5973710733,000,0,NONE,0,0,0,0,0,0,0.0,0
157,-95.2054167348,29.606470072,000,0,NONE,0,0,0,0,0,0,0.0,0
158,-98.4684297268,29.6089720786,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
159,-97.6070363308,29.6502427686,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
160,-95.5577037406,29.6613070935,000,0,NONE,0,0,0,0,0,0,0.0,0
161,-95.5598277289,29.6746811095,000,0,NONE,0,0,0,0,0,0,0.0,0
162,-95.381609713,29.6806031047,000,0,NONE,0,0,0,0,0,0,0.0,0
163,-97.2517539521,29.6892672435,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
164,-96.8927498397,29.6948560633,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
165,-96.534499522,29.6944402851,000,0,NONE,0,0,0,0,0,0,0.0,1
166,-95.2889367471,29.6972710757,000,0,NONE,0,0,0,0,0,0,0.0,0
167,-95.5578297321,29.7045521084,000,0,NONE,0,0,0,0,0,0,0.0,0
168,-98.0900123397,29.7074390626,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
169,-95.266625721,29.7095560784,000,0,NONE,0,0,0,0,0,0,0.0,0
170,-95.153693722,29.7121570787,000,0,NONE,0,0,0,0,0,0,0.0,0
171,-95.5579917215,29.7183940947,000,0,NONE,0,0,0,0,0,0,0.0,0
172,-81.3364350868,29.7232640999,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
173,-95.4603507415,29.7288250919,000,0,NONE,0,0,0,0,0,0,0.0,0
174,-82.4732846148,29.730198032,000,0,NONE,0,0,0,0,0,0,0.0,1
175,-95.3819067366,29.7323350748,000,0,NONE,0,0,0,0,0,0,0.0,0
176,-95.370350728,29.7345490996,000,0,NONE,0,0,0,0,0,0,0.0,0
177,-98.6875257427,29.7388690713,000,0,NONE,0,0,0,0,0,0,0.0,1
178,-95.3626647216,29.7443410952,000,0,NONE,0,0,0,0,0,0,0.0,0
179,-96.1824837086,29.762125078,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
180,-95.3413257169,29.7695770997,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
181,-95.3655537442,29.7698920801,000,0,NONE,0,0,0,0,0,0,0.0,1
182,-95.1537927158,29.771413107,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
183,-95.3688117434,29.7755080944,000,0,NONE,0,0,0,0,0,0,0.0,1
184,-95.2639437268,29.7755980887,000,0,NONE,0,0,0,0,0,0,0.0,1
185,-95.4537537484,29.7805211062,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
186,-95.8746948311,29.7772562434,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
187,-95.5637517273,29.7843100705,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
188,-95.5624917249,29.78431907,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
189,-95.4498567063,29.7983770842,000,0,NONE,0,0,0,0,0,0,0.0,0
190,-95.3360517219,29.8083761092,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
191,-95.3754987307,29.8139740822,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
192,-94.7782358788,29.8345529997,000,0,NONE,0,0,0,0,0,0,0.0,1
193,-94.393675588,29.8281012292,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
194,-95.5554897159,29.8733561038,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
195,-97.9188537213,29.8860100821,000,0,NONE,0,0,0,0,0,0,0.0,1
196,-95.2029352643,29.8908673726,000,0,NONE,0,0,0,0,0,0,0.0,0
197,-81.4227144134,29.9325306662,000,0,NONE,0,0,0,0,0,0,0.0,1
198,-95.2958847177,29.9400190726,000,0,NONE,0,0,0,0,0,0,0.0,0
199,-95.4139917179,29.9407841079,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
200,-95.4141717478,29.941297074,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
201,-98.8959447798,29.9753238787,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
202,-90.0494877397,29.9916250926,000,0,NONE,0,0,0,0,0,0,0.0,1
203,-90.1231707166,29.9956300858,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
204,-82.6009766182,30.0018900876,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
205,-90.2946747465,30.0071680953,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
206,-90.399497725,29.8943440887,000,0,NONE,0,0,0,0,0,0,0.0,0
207,-90.4319247257,30.0857920887,000,0,NONE,0,0,0,0,0,0,0.0,1
208,-95.4352947246,30.0910210862,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
209,-94.135187412,30.0963330856,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
210,-97.8126828866,30.1002772738,000,0,NONE,0,0,0,0,0,0,0.0,1
211,-99.1793022915,30.1078822728,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
212,-90.6984961828,30.1253663875,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
213,-89.8783021299,30.1260500189,000,0,NONE,0,0,0,0,0,0,0.0,1
214,-81.5258757227,30.1264631018,000,0,NONE,0,0,0,0,0,0,0.0,1
215,-93.7671537483,30.1215760824,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
216,-81.5561517375,30.1688980856,000,0,NONE,0,0,0,0,0,0,0.0,1
217,-81.5576907221,30.1720120943,000,0,NONE,0,0,0,0,0,0,0.0,0
218,-93.5392881436,30.1912781464,000,0,NONE,0,0,0,0,0,0,0.0,1
219,-81.7115684348,30.1913772804,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
220,-81.5562777298,30.195250102,000,0,NONE,0,0,0,0,0,0,0.0,0
221,-81.5207187205,30.1994530818,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
222,-81.5519307164,30.2025490915,000,0,NONE,0,0,0,0,0,0,0.0,0
223,-90.950504372,30.2146331784,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
224,-93.3024657086,30.2272360905,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
225,-93.1622367126,30.24606409,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
226,-92.7781779601,30.2473769023,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
227,-92.3954108608,30.235761668,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
228,-99.4580423258,30.2533053735,000,0,NONE,0,0,0,0,0,0,0.0,1
229,-92.0156277076,30.259420107,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
230,-82.4254400614,30.2538971985,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
231,-82.100298739,30.2648056646,000,0,NONE,0,0,0,0,0,0,0.0,1
232,-82.754429716,30.2666561007,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
233,-90.4019664054,30.2854468098,000,0,NONE,0,0,0,0,0,0,0.0,0
234,-81.5593017434,30.2865910703,000,0,NONE,0,0,0,0,0,0,0.0,0
235,-81.6298707125,30.2907670947,000,0,NONE,0,0,0,0,0,0,0.0,0
236,-81.6126537351,30.3029621031,000,0,NONE,0,0,0,0,0,0,0.0,0
237,-89.7417597481,30.3064000908,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
238,-81.6191067368,30.3082360981,000,0,NONE,0,0,0,0,0,0,0.0,0
239,-97.7080197167,30.3147520964,000,0,NONE,0,0,0,0,0,0,0.0,1
240,-81.770900741,30.3151841101,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
241,-81.6332907434,30.3208360802,000,0,NONE,0,0,0,0,0,0,0.0,0
242,-81.6821247327,30.3213310905,000,0,NONE,0,0,0,0,0,0,0.0,0
243,-81.5590047207,30.3230411055,000,0,NONE,0,0,0,0,0,0,0.0,0
244,-81.5257137332,30.3243371059,000,0,NONE,0,0,0,0,0,0,0.0,1
245,-81.6338847465,30.3273070819,000,0,NONE,0,0,0,0,0,0,0.0,0
246,-81.6365487425,30.3323650903,000,0,NONE,0,0,0,0,0,0,0.0,0
247,-91.7387861169,30.3386260418,000,0,NONE,0,0,0,0,0,0,0.0,1
248,-89.4584364287,30.3478435954,000,0,NONE,0,0,0,0,0,0,0.0,1
249,-81.5523087339,30.3489791064,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
250,-83.0872121452,30.3448409129,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
251,-81.6685887263,30.356197102,000,0,NONE,0,0,0,0,0,0,0.0,0
252,-81.6539277094,30.3566200739,000,0,NONE,0,0,0,0,0,0,0.0,0
253,-89.9857132422,30.3849769642,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
254,-95.4861024596,30.3877517397,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
255,-82.891439113,30.4086028972,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
256,-91.4595874526,30.41225851,000,0,NONE,0,0,0,0,0,0,0.0,1
257,-83.4276888205,30.4123240544,000,0,NONE,0,0,0,0,0,0,0.0,1
258,-92.0547597369,30.4130230777,000,0,NONE,0,0,0,0,0,0,0.0,1
259,-89.1781975825,30.4172413432,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
260,-91.1156277444,30.4185221001,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
261,-99.7130847278,30.4384300712,000,0,NONE,0,0,0,0,0,0,0.0,1
262,-81.5837367164,30.4390600724,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
263,-91.1782047263,30.4391771074,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
264,-88.8960387151,30.4530010947,000,0,NONE,0,0,0,0,0,0,0.0,1
265,-88.8938247326,30.3939970915,000,0,NONE,0,0,0,0,0,0,0.0,0
266,-83.768234748,30.4570510845,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
267,-81.6359547385,30.4575190962,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
268,-88.6224462509,30.4377053921,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
269,-81.6491127275,30.4599401072,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
270,-91.16646873,30.4642870783,000,0,NONE,0,0,0,0,0,0,0.0,0
271,-90.8057648289,30.473404076,000,0,NONE,0,0,0,0,0,0,0.0,1
272,-90.2290661321,30.4752988271,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
273,-90.4889217336,30.4788041047,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
274,-88.3532003108,30.4927327812,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
275,-84.1807710133,30.4982416683,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
276,-87.2300127276,30.5032480763,000,0,NONE,0,0,0,0,0,0,0.0,1
277,-87.205676707,30.416434109,000,0,NONE,0,0,0,0,0,0,0.0,0
278,-100.387265403,30.5071459404,000,0,NONE,0,0,0,0,0,0,0.0,0
279,-100.036413192,30.4856798786,000,0,NONE,0,0,0,0,0,0,0.0,1
280,-83.0538867389,30.5146690931,000,0,NONE,0,0,0,0,0,0,0.0,1
281,-84.5886778123,30.5363228272,000,0,NONE,0,0,0,0,0,0,0.0,1
282,-89.6337061989,30.5730798136,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
283,-87.4957573857,30.5812937148,000,0,NONE,0,0,0,0,0,0,0.0,1
284,-97.6914233966,30.590859959,000,0,NONE,0,0,0,0,0,0,0.0,1
285,-100.737479165,30.6127020022,000,0,NONE,0,0,0,0,0,0,0.0,0
286,-81.6524136459,30.6257532308,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
287,-88.1162877395,30.6281770971,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
288,-84.9844984659,30.6391126661,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
289,-86.8867307099,30.6517137922,000,0,NONE,0,0,0,0,0,0,0.0,1
290,-87.7653233513,30.6521800978,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
291,-95.5292964757,30.6817997317,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
292,-83.2300849781,30.6861954964,001,3,L,696864,694960,694960,694960,696864,3200000,450493.15068493155,1
293,-88.0409577433,30.6880360867,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
294,-92.0812534955,30.6930370403,000,0,NONE,0,0,0,0,0,0,0.0,1
295,-101.095362493,30.6955848745,000,0,NONE,0,0,0,0,0,0,0.0,0
296,-90.532951281,30.7008526615,010,2,M,345870,344925,344925,344925,345870,1750000,250273.97260273973,1
297,-101.457926977,30.6945788165,000,0,NONE,0,0,0,0,0,0,0.0,0
298,-86.5106494314,30.7270282076,100,1,S,131394,131035,131035,131035,131394,850000,125136.98630136986,1
299,-101.809490707,30.717898086,000,0,NONE,0,0,0,0,0,0,0.0,1
300,-86.1439436798,30.6940740666,000,0,NONE,0,0,0,0,0,0,0.0,1
